participant_id,full_name,nationality,gender,age_group,occupation,university_institution,study_level,year_of_study,subject_area,prior_ai_experience,condition,session_datetime,session_duration_mins,suspicion_probe,financial_literacy_score_0_3,need_for_cognition_1_5,technology_disposition_1_5,ai_follow_rate_0_1,decision_accuracy_rate_0_1,calibration_score,avg_confidence_1_5,avg_response_time_ms,ai_errors_caught_0_3,override_correct_count,override_wrong_count,mental_model_estimate_pct,mental_model_accurate,trust_in_automation_1_7,perceived_fairness_1_7,appeal_intent_1_5,retrust_organisation_1_5
P0361,Shafiqul Islam,Bangladeshi,Male,41-50,PhD researcher,BRAC University,BSc / BEng / BA,PhD Year 2,Computer Science,High,B_surface,2026-08-05 16:29:38,49.1,Somewhat — thought it was about usability,0,4.6,1.0,0.4,0.5,-0.229,3.2,17540,2,2,4,65,True,3.71,3.7,4,3
P0362,Nazim Uddin,Bangladeshi,Male,18-22,Postgraduate student (MSc),Goldsmiths University of London,BSc / BEng / BA,PhD Year 2,Human-Computer Interaction,Low,A_no_explanation,2026-08-03 13:43:06,55.1,Unsure,0,2.7,1.8,0.6,0.5,0.408,3.4,16421,1,1,3,80,True,5.1,3.22,3,3
P0363,Saidur Rahman,Bangladeshi,Male,18-22,Student & part-time worker,Oxford Brookes University,MSc / MA / MEng,Year 2,Digital Marketing,High,A_no_explanation,2026-08-06 12:55:52,60.8,No,3,2.2,4.1,0.7,0.6,-0.068,3.2,14170,1,1,2,72,True,4.49,3.03,3,4
P0364,Rahnuma Islam,Bangladeshi,Female,33-40,Undergraduate student,University of East London,BSc / BEng / BA,Year 4,Finance & Accounting,Low,C_counterfactual,2026-08-02 13:48:43,59.5,Yes — I thought it was about trust in AI,2,3.5,3.4,0.4,0.5,-0.302,3.4,20405,2,2,4,64,True,3.35,5.28,3,3
P0365,Monowara Begum,Bangladeshi,Prefer not to say,23-27,Academic / lecturer,BRAC University,MSc / MA / MEng,Completed,Psychology,Moderate,A_no_explanation,2026-08-05 14:37:20,36.6,Somewhat — thought it was about AI accuracy,1,3.3,3.7,0.5,0.4,0.078,2.9,15344,1,1,4,68,True,4.52,3.6,3,3
P0366,Popy Akter,Bangladeshi,Female,18-22,Postgraduate student (MSc),London Metropolitan University,MSc / MA / MEng,Year 3,Business & Management,Low,C_counterfactual,2026-08-16 16:24:22,49.0,Unsure,2,1.0,3.4,0.9,0.8,0.25,3.4,15585,1,1,0,61,True,4.31,3.94,5,4
P0367,Afsana Akter,Bangladeshi,Female,33-40,Student & part-time worker,University of Surrey,BSc / BEng / BA,Year 3,Software Engineering,None,B_surface,2026-08-02 09:48:22,42.1,No,2,3.7,2.8,0.6,0.5,-0.156,3.3,15758,1,1,3,57,False,5.62,3.89,4,4
P0368,Morsheda Begum,Bangladeshi,Female,23-27,Postgraduate student (MBA),Kingston University London,PhD / MPhil,PhD Year 1,Software Engineering,High,C_counterfactual,2026-08-03 13:47:22,52.9,Yes — I thought it was about trust in AI,1,2.7,2.4,0.5,0.8,0.234,3.3,20434,3,3,2,72,True,2.56,5.67,5,4
P0369,Marufa Begum,Bangladeshi,Female,33-40,Graduate (recent),University of Hertfordshire,BSc / BEng / BA,PG Year 1,Finance & Accounting,Moderate,A_no_explanation,2026-08-02 11:50:30,54.1,No,0,3.8,3.5,0.7,0.6,0.167,3.2,17156,1,1,2,52,False,4.58,3.49,2,5
P0370,Dele Ogunyemi,Nigerian,Male,33-40,Graduate (recent),Brunel University London,BSc / BEng / BA,PG Year 2,Psychology,Moderate,C_counterfactual,2026-08-17 09:23:26,49.5,No,0,3.9,3.5,0.4,0.7,-0.218,3.4,18970,3,3,3,58,False,4.02,5.39,3,5
P0371,Kamran Yousaf,Pakistani,Male,33-40,Working professional,BUET,PhD / MPhil,Completed,Education Technology,High,B_surface,2026-08-06 14:02:38,51.2,No,3,3.4,4.2,0.6,0.3,0.122,2.9,13892,0,0,4,70,True,4.05,6.06,3,4
P0372,Lucy A. Turner,British,Female,18-22,PhD researcher,Goldsmiths University of London,BSc / BEng / BA,PG Year 2,Graphic Design,None,C_counterfactual,2026-08-03 09:55:45,46.2,No,1,3.9,3.2,0.8,0.7,-0.218,3.1,17268,1,1,1,77,True,3.1,4.72,3,3
P0373,Atiqur Rahman,Bangladeshi,Male,18-22,Undergraduate student,"University for the Creative Arts, Farnham",Not a student,Year 1,Human-Computer Interaction,Low,B_surface,2026-08-02 11:34:34,48.2,No,1,4.0,3.4,0.6,0.5,-0.384,3.3,15769,1,1,3,61,True,4.64,4.73,1,3
P0374,Victoria A. Lee,British,Female,23-27,Working professional,University of East London,Not a student,PhD Year 1,Data Science & AI,Low,A_no_explanation,2026-08-07 09:07:49,35.1,No,1,2.7,2.6,0.8,0.7,-0.175,2.8,13373,1,1,1,73,True,4.26,5.35,2,3
P0375,Ahsan Habib,Bangladeshi,Male,18-22,Undergraduate student,Middlesex University,HND / Foundation,PG Year 1,Health Informatics,Moderate,C_counterfactual,2026-08-04 12:27:16,47.2,No,3,3.2,1.9,0.3,0.6,0.0,3.0,19045,3,3,4,87,False,2.49,6.04,3,4
P0376,Ife Adebisi,Nigerian,Female,28-32,Graduate (recent),Daffodil International University,MSc / MA / MEng,Year 4,International Business,High,B_surface,2026-08-08 13:19:58,50.1,No,2,2.2,2.9,0.4,0.7,0.034,2.7,16897,3,3,3,57,False,3.56,5.11,3,3
P0377,Fazlul Haque,Bangladeshi,Male,33-40,Graduate (recent),Daffodil International University,MSc / MA / MEng,PhD Year 1,Finance & Accounting,None,C_counterfactual,2026-08-16 11:00:13,46.1,No,2,2.8,3.7,0.4,0.5,0.128,2.7,20217,2,2,4,71,True,4.21,4.25,5,3
P0378,Zainab Anwar,Pakistani,Female,18-22,Postgraduate student (MSc),Middlesex University,Not a student,PG Year 2,Health Informatics,High,C_counterfactual,2026-08-02 11:03:04,61.1,No,3,2.5,3.2,0.5,0.4,0.531,2.9,19722,1,1,4,73,True,2.77,6.66,4,1
P0379,Bristy Akter,Bangladeshi,Female,18-22,Student & part-time worker,London Metropolitan University,MSc / MA / MEng,Year 3,Information Technology,Moderate,A_no_explanation,2026-08-07 11:11:03,57.3,No,3,2.6,3.6,0.6,0.7,0.239,3.7,13800,2,2,2,81,False,4.27,4.15,2,4
P0380,Lutful Haque,Bangladeshi,Male,18-22,Undergraduate student,Anglia Ruskin University,Not a student,PG Year 2,Finance & Accounting,High,A_no_explanation,2026-08-03 12:59:55,58.7,No,3,3.9,3.7,0.5,0.6,0.25,2.4,15962,2,2,3,55,False,3.83,4.32,2,2
P0381,Halima Begum,Bangladeshi,Female,23-27,Graduate (recent),"University for the Creative Arts, Farnham",BSc / BEng / BA,Year 3,Digital Marketing,Low,A_no_explanation,2026-08-06 16:34:29,53.5,No,2,4.6,3.5,0.7,0.4,-0.175,2.9,12160,0,0,3,71,True,5.34,5.85,2,3
P0382,Arash Tehrani,Other,Male,28-32,Postgraduate student (MSc),University of Bedfordshire,MSc / MA / MEng,PhD Year 1,Human-Computer Interaction,Low,B_surface,2026-08-10 10:43:39,42.5,Unsure,3,2.2,4.1,0.7,0.6,0.221,3.5,16047,1,1,2,72,True,3.72,4.74,5,4
P0383,Junaid Baig,Pakistani,Male,28-32,Undergraduate student,London Metropolitan University,MSc / MA / MEng,Completed,International Business,Low,C_counterfactual,2026-08-05 15:33:40,55.9,No,2,3.1,3.1,0.7,0.8,0.441,3.4,16692,2,2,1,72,True,3.73,5.32,4,4
P0384,Ayesha Khan,Pakistani,Female,18-22,Undergraduate student,Anglia Ruskin University,MSc / MA / MEng,PhD Year 3,Software Engineering,Moderate,C_counterfactual,2026-08-07 16:03:18,48.2,No,3,2.9,3.9,0.7,0.8,0.128,3.7,19358,2,2,1,60,True,5.48,6.27,5,3
P0385,Hasina Begum,Bangladeshi,Female,28-32,Undergraduate student,BRAC University,BSc / BEng / BA,PhD Year 2,Software Engineering,None,A_no_explanation,2026-08-08 10:06:55,52.1,No,0,2.6,3.6,0.7,0.6,-0.303,2.9,15986,1,1,2,61,True,4.82,4.61,2,3
P0386,Kamrul Hasan,Bangladeshi,Male,28-32,Postgraduate student (MBA),University of Dhaka,Prefer not to say,Completed,Graphic Design,Moderate,A_no_explanation,2026-08-04 13:14:07,54.5,No,0,2.4,4.4,0.6,0.5,0.091,2.7,14230,1,1,3,55,False,5.45,3.67,1,1
P0387,Abul Bashar,Bangladeshi,Male,23-27,Postgraduate student (MSc),Middlesex University,BSc / BEng / BA,PhD Year 2,Computer Science,High,A_no_explanation,2026-08-09 10:58:06,44.5,No,3,3.6,3.5,0.5,0.2,0.192,2.7,14308,0,0,5,52,False,4.74,3.58,4,4
P0388,Faizan Qureshi,Pakistani,Male,18-22,Postgraduate student (MSc),Daffodil International University,PhD / MPhil,Completed,Digital Marketing,Moderate,C_counterfactual,2026-08-06 10:37:55,60.1,No,2,3.8,2.3,0.3,0.6,0.0,3.0,19879,3,3,4,56,False,4.15,5.61,5,2
P0389,Siti Hajar,Malaysian,Female,33-40,PhD researcher,University of Hertfordshire,BSc / BEng / BA,Year 1,Human-Computer Interaction,High,B_surface,2026-08-12 13:02:08,50.3,No,0,2.3,3.3,0.8,0.5,0.1,3.3,15793,0,0,2,50,False,3.02,4.75,2,3
P0390,Shweta A. Kumar,Indian,Female,23-27,Postgraduate student (MSc),Kingston University London,MSc / MA / MEng,Year 1,Digital Marketing,High,B_surface,2026-08-08 14:53:35,54.6,No,2,1.0,4.2,0.6,0.5,0.843,3.1,15801,1,1,3,59,False,4.2,5.19,3,4
P0391,Mei Li,Chinese,Female,23-27,Academic / lecturer,University of Westminster,MSc / MA / MEng,Year 1,Health Informatics,Moderate,C_counterfactual,2026-08-03 09:48:49,45.4,No,1,2.6,4.9,0.5,0.6,0.185,3.4,20520,2,2,3,85,False,4.14,4.95,4,3
P0392,Isabella A. White,British,Prefer not to say,18-22,Undergraduate student,Brunel University London,BSc / BEng / BA,PG Year 1,Digital Marketing,None,A_no_explanation,2026-08-08 11:26:59,47.1,No,2,1.6,2.9,0.6,0.7,0.094,3.1,13210,2,2,2,77,True,4.62,5.65,3,3
P0393,Tasfia Islam,Bangladeshi,Female,18-22,Undergraduate student,Goldsmiths University of London,BSc / BEng / BA,PhD Year 2,Cybersecurity,Low,C_counterfactual,2026-08-02 12:35:43,61.5,No,2,3.7,4.4,0.4,0.5,-0.469,3.3,19630,2,2,4,78,True,4.92,6.52,4,3
P0394,Hafsa Begum,Bangladeshi,Female,28-32,Undergraduate student,Middlesex University,MSc / MA / MEng,PhD Year 2,Digital Marketing,Moderate,A_no_explanation,2026-08-02 14:12:59,46.6,Somewhat — thought it was about AI accuracy,2,3.9,4.9,0.7,0.6,0.117,3.1,15432,1,1,2,66,True,4.23,2.65,3,4
P0395,William Moore,British,Male,33-40,Postgraduate student (MBA),BUET,PhD / MPhil,Year 3,Media & Communication,Low,B_surface,2026-08-11 09:26:19,49.5,Yes — I thought it was about trust in AI,2,1.7,4.5,0.8,0.5,-0.293,3.5,13554,0,0,2,93,False,4.19,4.88,3,3
P0396,Musharraf Hossain,Bangladeshi,Male,18-22,Undergraduate student,University of Bedfordshire,MSc / MA / MEng,Year 2,Software Engineering,Moderate,A_no_explanation,2026-08-03 10:17:40,51.2,No,1,3.7,3.8,0.6,0.7,0.244,3.0,15608,2,2,2,60,True,4.79,5.61,1,3
P0397,Enamul Haque,Bangladeshi,Male,18-22,Postgraduate student (MSc),Kingston University London,MSc / MA / MEng,PhD Year 1,International Business,High,A_no_explanation,2026-08-02 15:10:38,48.2,No,2,3.8,3.8,0.4,0.5,0.0,3.0,17562,2,2,4,61,True,5.58,3.57,3,4
P0398,Razia Begum,Bangladeshi,Female,23-27,Postgraduate student (MBA),University of East London,Prefer not to say,PhD Year 2,Health Informatics,Moderate,B_surface,2026-08-03 13:45:03,66.0,No,2,3.6,2.9,0.4,0.5,0.0,3.2,17620,2,2,4,53,False,4.43,4.11,4,5
P0399,Nike Lawal,Nigerian,Female,18-22,Postgraduate student (MSc),London Metropolitan University,MSc / MA / MEng,PhD Year 3,Data Science & AI,Low,C_counterfactual,2026-08-06 10:29:36,55.6,No,3,1.9,2.4,0.6,0.9,-0.459,3.8,21149,3,3,1,72,True,3.32,5.14,5,3
P0400,Chioma Nwosu,Nigerian,Female,23-27,Undergraduate student,BUET,BSc / BEng / BA,PhD Year 1,Psychology,Moderate,A_no_explanation,2026-08-02 13:52:30,65.6,No,1,2.4,3.1,0.7,0.8,-0.678,3.6,14475,2,2,1,70,True,5.58,3.59,2,4
P0401,Nur Izzati,Malaysian,Prefer not to say,23-27,PhD researcher,University of Reading,BSc / BEng / BA,Completed,Psychology,Low,A_no_explanation,2026-08-10 14:40:40,67.1,No,2,3.6,2.4,0.5,0.4,0.25,2.6,14373,1,1,4,55,False,4.44,3.2,2,3
P0402,Lily A. Scott,British,Female,23-27,PhD researcher,University of Hertfordshire,Prefer not to say,Year 1,Finance & Accounting,None,B_surface,2026-08-08 10:50:00,48.7,No,2,3.1,3.3,0.6,0.5,-0.408,3.4,17215,1,1,3,62,True,4.4,4.24,3,3
P0403,Farah Yousaf,Pakistani,Female,23-27,PhD researcher,Kingston University London,HND / Foundation,PhD Year 3,Psychology,Low,B_surface,2026-08-06 11:49:49,45.4,Yes — I thought it was about trust in AI,1,1.3,4.0,0.6,0.3,-0.184,2.9,14599,0,0,4,74,True,4.64,4.84,2,3
P0404,Iqbal Nasir,Malaysian,Male,33-40,Postgraduate student (MSc),Middlesex University,MSc / MA / MEng,PhD Year 2,Software Engineering,Moderate,B_surface,2026-08-09 10:50:08,53.5,No,0,3.4,4.3,0.6,0.7,0.345,3.0,13671,2,2,2,68,True,5.99,4.28,5,4
P0405,Emily A. Clarke,British,Female,41-50,Postgraduate student (MSc),University of Westminster,MSc / MA / MEng,PG Year 1,Data Science & AI,None,B_surface,2026-08-03 13:12:17,42.5,No,1,3.9,2.5,0.6,0.5,0.408,2.6,14599,1,1,3,69,True,3.91,5.4,3,4
P0406,Bazlur Rahman,Bangladeshi,Male,23-27,PhD researcher,Coventry University,MSc / MA / MEng,PG Year 1,Data Science & AI,Moderate,B_surface,2026-08-02 14:33:39,63.0,No,0,3.4,2.2,0.5,0.6,-0.272,2.7,17137,2,2,3,64,True,4.01,4.27,3,4
P0407,Shumi Akter,Bangladeshi,Female,28-32,Undergraduate student,University of Hertfordshire,MBA,PG Year 1,Health Informatics,None,B_surface,2026-08-04 10:13:20,50.6,No,3,3.5,4.5,0.4,0.3,-0.7,2.8,18341,1,1,5,83,False,4.35,6.3,2,3
P0408,Rifat Hasan,Bangladeshi,Male,28-32,Undergraduate student,University of Westminster,MBA,Year 2,Cybersecurity,Moderate,B_surface,2026-08-11 10:48:51,45.9,Yes — I thought it was about trust in AI,1,2.8,3.1,0.7,0.8,0.234,3.3,15061,2,2,1,78,True,4.3,2.12,2,4
P0409,Turjoy Roy,Bangladeshi,Male,18-22,PhD researcher,University of Reading,BSc / BEng / BA,PhD Year 3,Finance & Accounting,High,A_no_explanation,2026-08-03 11:01:56,57.0,No,0,3.9,3.2,0.7,0.4,0.102,2.4,12964,0,0,3,77,True,4.89,5.73,3,4
P0410,Imran A. Butt,Pakistani,Male,23-27,PhD researcher,BRAC University,BSc / BEng / BA,Completed,Information Technology,Moderate,A_no_explanation,2026-08-04 10:12:29,47.4,No,2,2.8,4.8,0.8,0.9,0.429,2.9,14048,2,2,0,54,False,4.37,3.24,2,3
P0411,Zain A. Malik,Pakistani,Male,28-32,PhD researcher,North South University,BSc / BEng / BA,Completed,Cybersecurity,Moderate,B_surface,2026-08-15 13:04:23,44.0,Somewhat — thought it was about AI accuracy,2,2.6,3.9,0.6,0.5,0.0,3.0,15052,1,1,3,68,True,5.45,3.69,2,3
P0412,Mia A. Adams,British,Female,23-27,Undergraduate student,University of Dhaka,Prefer not to say,PhD Year 3,Education Technology,Low,B_surface,2026-08-06 13:04:54,58.8,No,0,4.5,2.6,0.9,0.8,-0.688,2.8,13727,1,1,0,49,False,4.25,5.31,5,5
P0413,Abdur Rahman,Bangladeshi,Male,28-32,Postgraduate student (MSc),Middlesex University,BSc / BEng / BA,Year 2,Business & Management,Moderate,B_surface,2026-08-03 09:23:36,48.6,Somewhat — thought it was about AI accuracy,1,4.9,5.0,0.5,0.6,0.527,3.0,17323,2,2,3,49,False,5.14,6.21,3,3
P0414,Sana Malik,Pakistani,Female,28-32,Undergraduate student,University of East London,BSc / BEng / BA,PG Year 2,Finance & Accounting,Low,A_no_explanation,2026-08-06 10:17:35,53.5,No,3,2.9,3.8,0.8,0.5,0.0,3.2,13340,0,0,2,53,False,3.36,3.62,2,3
P0415,Chloe A. Martin,British,Female,18-22,Undergraduate student,University of Westminster,BSc / BEng / BA,Year 1,Software Engineering,Low,C_counterfactual,2026-08-05 11:12:21,46.6,No,0,2.9,2.9,0.9,0.8,0.0,3.5,15433,1,1,0,89,False,3.61,4.93,5,4
P0416,Aiden Young,British,Male,23-27,Postgraduate student (MSc),Anglia Ruskin University,MBA,Year 2,Business & Management,Low,B_surface,2026-08-10 11:05:19,61.1,Somewhat — thought it was about AI accuracy,2,2.5,4.3,0.4,0.5,0.0,2.8,18791,2,2,4,75,True,4.62,4.84,2,5
P0417,Aklima Begum,Bangladeshi,Prefer not to say,33-40,Postgraduate student (MSc),Brunel University London,MSc / MA / MEng,PG Year 1,Computer Science,Low,C_counterfactual,2026-08-03 15:35:07,45.4,No,0,2.9,3.3,0.5,0.6,0.304,3.5,20246,2,2,3,74,True,4.32,7.0,3,3
P0418,Folake Afolabi,Nigerian,Female,18-22,Postgraduate student (MSc),Brunel University London,Prefer not to say,Year 1,Software Engineering,Moderate,C_counterfactual,2026-08-05 15:04:44,50.9,No,1,4.3,3.7,0.7,0.8,0.153,3.8,19143,2,2,1,77,True,3.5,5.97,5,2
P0419,Rania Al-Rashidi,Other,Female,23-27,Graduate (recent),Goldsmiths University of London,PhD / MPhil,Year 4,Media & Communication,Low,C_counterfactual,2026-08-02 11:29:35,50.8,No,1,3.4,3.7,0.6,0.7,0.218,3.0,16904,2,2,2,100,False,3.91,4.14,5,2
P0420,Jahanara Begum,Bangladeshi,Female,28-32,Graduate (recent),"University for the Creative Arts, Farnham",BSc / BEng / BA,Completed,Software Engineering,Low,C_counterfactual,2026-08-02 12:50:50,64.4,No,1,2.0,4.2,0.6,0.5,0.325,3.5,18970,1,1,3,67,True,4.1,4.9,4,3
P0421,Shirina Begum,Bangladeshi,Female,23-27,Undergraduate student,University of Westminster,PhD / MPhil,PhD Year 2,Business & Management,Low,B_surface,2026-08-16 10:10:09,53.4,Somewhat — thought it was about usability,0,1.1,3.9,0.9,0.8,-0.643,3.1,12988,1,1,0,80,True,4.82,1.97,2,3
P0422,Akbar Ali,Bangladeshi,Male,28-32,Working professional,University of Dhaka,MSc / MA / MEng,Year 3,Finance & Accounting,High,A_no_explanation,2026-08-05 11:35:16,32.0,No,0,4.8,2.7,0.5,0.4,0.055,3.2,15319,1,1,4,59,False,4.22,4.49,2,3
P0423,Shahid A. Hussain,Pakistani,Male,28-32,Postgraduate student (MBA),London Metropolitan University,Prefer not to say,PhD Year 3,Human-Computer Interaction,Moderate,B_surface,2026-08-12 10:24:16,55.2,Somewhat — thought it was about AI accuracy,0,2.4,4.6,0.6,0.3,-0.244,3.0,15606,0,0,4,82,False,4.38,2.99,4,3
P0424,Ahmad Razali,Malaysian,Male,18-22,Working professional,Middlesex University,BSc / BEng / BA,PG Year 1,Data Science & AI,Low,C_counterfactual,2026-08-02 16:41:30,48.2,Somewhat — thought it was about AI accuracy,2,1.5,3.2,0.7,0.6,-0.117,2.9,17426,1,1,2,58,False,4.36,5.04,2,4
P0425,Golam Mostafa,Bangladeshi,Male,18-22,Postgraduate student (MSc),BUET,MSc / MA / MEng,PhD Year 2,Cybersecurity,Low,C_counterfactual,2026-08-02 12:12:12,43.8,Somewhat — thought it was about AI accuracy,0,3.8,3.4,0.5,0.4,0.098,2.9,20353,1,1,4,76,True,3.17,5.2,4,2
P0426,Tania Sultana,Bangladeshi,Female,23-27,Undergraduate student,"University for the Creative Arts, Farnham",MBA,PG Year 2,Data Science & AI,Moderate,A_no_explanation,2026-08-15 10:23:30,45.4,Yes — I thought it was about trust in AI,3,2.8,3.0,0.5,0.6,-0.59,2.9,15852,2,2,3,72,True,3.88,3.56,2,3
P0427,Kamal Hossain,Bangladeshi,Male,23-27,Student & part-time worker,Brunel University London,BSc / BEng / BA,PhD Year 3,Human-Computer Interaction,High,B_surface,2026-08-06 10:58:40,47.3,Yes — I thought it was about trust in AI,2,3.6,3.8,0.6,0.7,-0.307,2.7,16142,2,2,2,45,False,4.01,4.03,2,3
P0428,Wasif Hossain,Bangladeshi,Male,23-27,Undergraduate student,North South University,Prefer not to say,Year 4,Cybersecurity,High,A_no_explanation,2026-08-02 16:08:39,52.4,No,1,3.3,3.3,0.6,0.3,0.094,2.9,15500,0,0,4,74,True,5.14,5.79,1,3
P0429,Touhidul Islam,Bangladeshi,Male,23-27,Student & part-time worker,University of Dhaka,HND / Foundation,Completed,Business & Management,Low,B_surface,2026-08-02 11:51:51,72.1,No,1,2.1,2.8,0.3,0.4,-0.408,3.5,16352,2,2,5,66,True,3.72,5.15,3,1
P0430,Reshma Begum,Bangladeshi,Female,18-22,Undergraduate student,University of Reading,Not a student,PhD Year 2,Digital Marketing,Moderate,B_surface,2026-08-04 15:03:35,36.9,Somewhat — thought it was about AI accuracy,0,2.1,3.8,0.7,0.6,0.7,3.1,15956,1,1,2,82,False,5.16,3.66,2,4
P0431,Suresh Yadav,Indian,Male,18-22,PhD researcher,Kingston University London,MSc / MA / MEng,PG Year 1,Education Technology,Moderate,B_surface,2026-08-04 12:54:59,65.8,No,2,3.2,2.2,0.4,0.7,0.732,3.0,18465,3,3,3,61,True,2.93,5.21,2,4
P0432,Tasnia Rahman,Bangladeshi,Female,23-27,Undergraduate student,Oxford Brookes University,MBA,Completed,Cybersecurity,None,A_no_explanation,2026-08-03 11:46:17,45.4,No,1,1.7,3.3,1.0,0.7,-0.592,3.4,12998,0,0,0,50,False,4.7,4.71,3,4
P0433,Sumaiya Islam,Bangladeshi,Female,23-27,Postgraduate student (MSc),Daffodil International University,BSc / BEng / BA,Completed,Data Science & AI,None,C_counterfactual,2026-08-07 14:40:58,49.1,Somewhat — thought it was about AI accuracy,2,3.2,2.5,0.2,0.3,0.0,3.0,22021,2,2,6,62,True,4.26,4.21,3,4
P0434,Nasrin Akter,Bangladeshi,Prefer not to say,18-22,Undergraduate student,University of Surrey,BSc / BEng / BA,PhD Year 1,Human-Computer Interaction,Low,B_surface,2026-08-06 09:58:19,49.4,Somewhat — thought it was about AI accuracy,1,3.8,1.3,0.4,0.5,0.0,3.2,17248,2,2,4,59,False,3.75,3.64,2,5
P0435,Ella A. Hall,British,Female,18-22,Postgraduate student (MSc),"University for the Creative Arts, Farnham",MSc / MA / MEng,Year 2,Media & Communication,Moderate,B_surface,2026-08-16 10:17:29,62.7,Somewhat — thought it was about AI accuracy,3,3.7,3.0,0.2,0.3,-0.35,2.8,20394,2,2,6,85,False,3.3,5.48,3,2
P0436,Geeta A. Mishra,Indian,Female,33-40,Undergraduate student,"University for the Creative Arts, Farnham",BSc / BEng / BA,Completed,Digital Marketing,Low,A_no_explanation,2026-08-04 13:56:50,61.1,No,3,2.9,5.0,0.8,0.7,0.089,3.4,14160,1,1,1,60,True,4.56,3.65,3,2
P0437,Masum Billah,Bangladeshi,Male,33-40,Undergraduate student,BRAC University,BSc / BEng / BA,Year 2,Health Informatics,Moderate,C_counterfactual,2026-08-08 10:13:19,51.7,Somewhat — thought it was about AI accuracy,2,1.3,4.9,0.5,0.4,-0.087,3.1,18829,1,1,4,74,True,4.56,6.52,5,5
P0438,Amit Kumar,Indian,Male,28-32,Postgraduate student (MBA),BRAC University,MBA,Completed,Cybersecurity,Low,B_surface,2026-08-09 10:16:43,62.3,No,2,2.6,3.6,0.5,0.4,0.408,3.3,16794,1,1,4,81,False,5.16,4.66,2,5
P0439,Sophia A. Harris,British,Female,28-32,Academic / lecturer,Brunel University London,Not a student,Year 2,Digital Marketing,Moderate,B_surface,2026-08-07 13:04:30,66.7,No,1,3.3,1.9,0.6,0.5,0.333,2.8,15954,1,1,3,85,False,4.04,3.72,3,3
P0440,Morium Begum,Bangladeshi,Female,23-27,Undergraduate student,"University for the Creative Arts, Farnham",Prefer not to say,PhD Year 1,Finance & Accounting,Moderate,B_surface,2026-08-04 12:18:19,60.5,No,0,4.0,2.1,0.7,0.8,-0.102,3.4,16475,2,2,1,58,False,3.62,5.17,3,4
P0441,Maryam Ali,Pakistani,Female,23-27,Undergraduate student,University of Bedfordshire,Not a student,PhD Year 2,Media & Communication,Low,B_surface,2026-08-03 10:44:58,65.0,Yes — I thought it was about trust in AI,1,1.6,3.9,0.7,0.8,0.491,3.4,15459,2,2,1,86,False,4.9,3.41,1,2
P0442,Emma A. Campbell,British,Female,23-27,Undergraduate student,University of Surrey,MSc / MA / MEng,Year 4,Information Technology,High,B_surface,2026-08-10 09:59:04,56.7,Somewhat — thought it was about AI accuracy,1,3.3,3.8,0.5,0.6,0.0,3.0,18065,2,2,3,63,True,5.63,3.22,3,2
P0443,Amirul Fikri,Malaysian,Male,18-22,Postgraduate student (MSc),Middlesex University,Not a student,Year 4,Graphic Design,None,A_no_explanation,2026-08-03 11:48:27,53.7,No,3,3.8,1.6,0.6,0.5,-0.186,2.9,13085,1,1,3,83,False,3.9,3.42,3,2
P0444,Zoe A. Thompson,British,Female,23-27,Undergraduate student,Kingston University London,BSc / BEng / BA,Year 1,Human-Computer Interaction,None,B_surface,2026-08-04 10:56:12,50.0,Somewhat — thought it was about AI accuracy,2,4.2,4.0,0.4,0.7,0.447,2.9,18933,3,3,3,77,True,3.61,5.43,4,4
P0445,Jahidul Islam,Bangladeshi,Male,28-32,Undergraduate student,Goldsmiths University of London,MSc / MA / MEng,Year 2,Human-Computer Interaction,None,B_surface,2026-08-02 11:59:34,53.5,No,3,3.1,4.8,0.5,0.4,-0.13,2.9,18353,1,1,4,78,True,4.59,3.82,3,4
P0446,Raisuddin Ahmed,Bangladeshi,Male,18-22,Undergraduate student,University of Bedfordshire,BSc / BEng / BA,PhD Year 1,Software Engineering,High,C_counterfactual,2026-08-10 09:01:20,55.7,Unsure,0,2.8,3.2,0.8,0.7,0.066,3.4,16889,1,1,1,64,True,3.76,3.66,3,4
P0447,Mosharraf Hossain,Bangladeshi,Male,23-27,Postgraduate student (MSc),Kingston University London,MSc / MA / MEng,PG Year 2,Digital Marketing,Low,C_counterfactual,2026-08-13 11:01:40,60.4,No,1,3.5,2.5,0.7,0.8,0.0,3.0,18082,2,2,1,60,True,4.02,5.7,5,3
P0448,Anna Mueller,Other,Female,33-40,Undergraduate student,University of Dhaka,Prefer not to say,PG Year 2,Human-Computer Interaction,Low,A_no_explanation,2026-08-14 12:06:16,55.9,No,1,3.8,2.2,0.6,0.5,-0.302,2.4,14270,1,1,3,76,True,4.94,4.98,1,2
P0449,Chao Zhao,Chinese,Male,41-50,Undergraduate student,University of Bedfordshire,MSc / MA / MEng,Year 2,International Business,None,A_no_explanation,2026-08-11 14:33:53,64.2,Somewhat — thought it was about AI accuracy,3,1.8,3.4,0.7,0.6,0.272,3.3,15525,1,1,2,72,True,4.01,5.05,3,3
P0450,Natalia Petrov,Other,Female,18-22,Undergraduate student,Goldsmiths University of London,HND / Foundation,Year 1,Graphic Design,Moderate,C_counterfactual,2026-08-02 13:43:21,62.4,Somewhat — thought it was about usability,3,1.3,2.8,0.5,0.4,0.152,2.9,20565,1,1,4,86,False,4.21,5.85,5,2
